,product_name,categories,destatis_category
286319,hohes C Milder Multivitamin,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Getränke,Fruchtgetränke,Säfte und Nektare,Fruchtsäfte und -Nektare,Fruchtsaft,Multifruit juices",Multivitaminsaft
286321,Die Limo: Limette+Zitrone,,Colagetränk
286324,Bio Apfel-Mangomark,Mango applesauces,Apfelmus oder andere Kernobstkonserve
286325,Bio Apfel-Bananenmark,Apple compotes,Apfelmus oder andere Kernobstkonserve
286326,Bio Apfelmark,Applesauces,Apfelmus oder andere Kernobstkonserve
286327,Bio Apfel-Aprokosenmark,Apple compotes,Apfelmus oder andere Kernobstkonserve
286328,Die Ergiebige 10,"Milchprodukte,Milch,Kondensmilch",Kondensierte Milch
286329,Die Alpenfrische Vollmilch,"Milchprodukte,Milch,Frischmilch,Länger haltbare Frischmilch,Homogenisierte Milch,Vollmilch",Vollmilch
286330,Die Alpenfrische Milch fettarm,fettarme Milch,Teilentrahmte Milch
286331,Der genussvolle Traum 8,"Milchprodukte,Milch,Kondensmilch",Kondensierte Milch
286332,Der Cremige Traum 12,Kondensmilch,Kondensierte Milch
286336,Die haltbare Alpenmilch,H-Milch,Vollmilch
286337,Traditionelle Käse-Platte,"Milchprodukte,Käse,Fondue-Käse",Hartkäse
286339,Bresso mit Meersalz,"Milchprodukte,Käse,Frischkäse",Frischkäse
286340,Herzhafte Käse-Brotzeit,"Milchprodukte,Käse,Fondue-Käse",Hartkäse
286345,Milkana Cremig würzig,Käse,Weichkäse
286349,Brotaufstrich Fleischsalat,en:Spreads,Feinkostsalat auf Fleischbasis
286350,Veggie Fleischsalat,Brotaufstriche,Feinkostsalat auf Fleischbasis
286351,Brotaufstrich Eiersalat,en:Spreads,Verzehrfertige Salate
286353,Ei bacon,,Frisches Geflügelfleisch
286355,Alaska-Seelachs Brotaufstrich,en:Spreads,Fischmarinade
286356,Mein Fleischsalat,Salat,Verzehrfertige Salate
286357,Baba Ghanoush,Brotaufstriche,"Antipasti auf Gemüsebasis, ohne Oliven"
286358,Humus Cashew & Rosinen,Brotaufstriche,Brotaufstrich auf Nougatbasis
286359,Hummus Natur,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Brotaufstriche,Salted spreads,Pflanzliche Brotaufstriche,Hummus","Gemüseprodukt, vegetarisch oder vegan"
286360,Hummus pikant,"Brotaufstriche,Hummus","Gemüseprodukt, vegetarisch oder vegan"
286361,Humus 3 Sorten,Hummus,"Gemüseprodukt, vegetarisch oder vegan"
286363,Meistersalat,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Frucht- und gemüsebasierte Lebensmittel,Fresh plant-based foods,Gemüsebasierte Lebensmittel,Fresh vegetables,Kartoffeln,Prepared-salads",Verzehrfertige Salate
286364,Knoblauch-Dip ,,"Gemüseprodukt, vegetarisch oder vegan"
286365,,Fleischsalate,Feinkostsalat auf Fleischbasis
286367,Feinster Nudelsalat mit Schinkenwurst,Brotaufstriche,Nudelfertiggericht
286368,Delikatess Kartoffelsalat,"en:Prepared-salads,Potatoes",Verzehrfertige Salate
286376,Risoni-Nudelsalat,,Nudelfertiggericht
286378,Mamiko Sushi Boc,Fertiggericht,Fertiggericht aus Fleisch oder Fisch
286380,Vollkorn -Knusper Granatapfel,,"Getreideprodukt, vegetarisch oder vegan"
286386,For Black 'N White,"Getränke,Hot beverages,Kaffees,Non-sugared beverages",Bohnenkaffee
286387,For Black'n White,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
286390,Knusprige Erdbeeren mit feinster Vollmilchschokolade,Schokoladen,Pralinen
286391,"haltbare fettarme Milch 1,5% Fett","Milchprodukte,Milch,Teilentrahmte Milch,Homogenisierte Milch,H-Milch",Teilentrahmte Milch
286392,Schlagsahne,Schlagsahne,Sahne
286393,BIO Sahne,Sahne,Sahne
286395,Fettarmer Joghurt mild  Cremig gerührt,Joghurt,Joghurt
286397,BIO Joghurt,"Milchprodukte,Joghurt",Joghurt
286399,Bio Fruchtjoghurt Schwarze Johannisbeere - Bourbon Vanille,"Milchprodukte,Joghurt,Fruchtjoghurt",Joghurt
286401,"Weidemilch Joghurt Natur 3,5% Fett",Joghurt,Joghurt
286404,Magerquark,"Milchprodukte,Käse,Frischkäse,Quark,Magerquark",Quark
286405,BIO Speisequark,"Milchprodukte,Käse,Frischkäse,Quark,Magerquark",Quark
286406,"LAC lactosefrei frische Vollmilch 3,5%",,Vollmilch
286408,Crème Fraîche,Dairies,Frischkäse
286410,Speisequark 20% Fett i. Tr.,"Milchprodukte,Käse,Frischkäse,Quark,Halbfettquark",Quark
286411,Sahnequark 40% Fett i. Tr.,Speisequark Fettstufe,Quark
286413,Frische fettarme Weidemilch,"Milchprodukte,Milch,Homogenisierte Milch,Teilentrahmte Milch,Frischmilch,Länger haltbare Frischmilch",Teilentrahmte Milch
286414,BIO Frische Vollmilch,"Milchprodukte,Milch,Frischmilch,Länger haltbare Frischmilch,Homogenisierte Milch,Vollmilch",Vollmilch
286415,Frische Weidemilch,"Milchprodukte,Milch,Frischmilch,Länger haltbare Frischmilch,Homogenisierte Milch,Vollmilch",Vollmilch
286416,BIO Frische Vollmilch,"Milchprodukte,Milch,Nicht homogenisierte Milch,Frischmilch,Traditionell hergestellte Frischmilch,Vollmilch",Vollmilch
286417,Bio frische fettarme Milch,"fettarme Milch,Traditionell hergestellte Frischmilch,Nicht homogenisierte Milch",Vollmilch
286418,Bio Haltbare Vollmilch,"H-Milch,Vollmilch",Vollmilch
286427,Mehlschwitze,,Backmischung für Kuchen
286428,Lieblings-Grießbrei Klassische Art,,"Grieß, Roggenmehl oder Ähnliches"
286429,Lieblings-Milchreis Klassische Art,en:Rice Puddings,Reiszubereitung
286432,Feine Speisestärke,Speisestärke,"Backpulver, Vanillezucker oder Ähnliches"
286433,Keimöl,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fette,Pflanzenfette,Pflanzenöle",Olivenöl
286435,Dextro Energy Magnesium,,"Vitamintabletten, Magnesiumtabletten o.Ä."
286436,Dextro Energy Vitamin C Zitrone,Zucker,"Vitamintabletten, Magnesiumtabletten o.Ä."
286437,Dextro Energy Vitamin C Zitrone,Zucker,"Vitamintabletten, Magnesiumtabletten o.Ä."
286438,Dextro Energy classic,,Süßstoff
286444,Senseo Classic,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
286445,Senseo Mild,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
286446,Extra Strong,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
286447,stevia,Stevia,Süßstoff
286450,Nuss-Schinken,"Fleisch,Prepared meats,Würste",Wurstaufschnitt
286457,Landgurken,Gurken,Gurken
286473,Beluga Linsen,,"Hülsenfrüchte, Spargel, Radieschen oder Ähnliches"
286474,Buchweizen ganzes Korn,,"Getreideprodukt, vegetarisch oder vegan"
286477,Pfeffer schwarz ganz,Black peppercorns,Gewürze
286486,Rotling,weine,N/A
286487,Bio-Kulturchampignons,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms,Champignon mushrooms,Whole champignon mushrooms",Champignons oder andere Pilze
286488,Bio-Kulturchampignons Kl. 2 braun mittel,Whole champignon mushrooms,Champignons oder andere Pilze
286490,Sığır Sosis,Würste,Wurstaufschnitt
286494,Rotkäppchen Das Original,Camembert,Weichkäse
286495,Der Cremige,"Milchprodukte,Käse,Kuhmilchkäse,Weichkäse,Camembert",Weichkäse
286496,Der Sahnige,"Dairies,Cheeses,Cow Cheeses,Soft cheeses with bloomy rind,Camemberts",Weichkäse
286497,Holstenmädel Camembert,Camembert,Weichkäse
286498,Brotaufstrich Thunfisch mit Paprika,Spreads,Verzehrfertige Salate
286500,Curry-Quinoa mit Sojabohnenkernen und Süßkartoffeln,Meals,"Getreideprodukt, vegetarisch oder vegan"
286501,Rinderleberwurst,"Würste,Brotaufstriche",Leberwurst oder Blutwurst
286502,Energy Oat Snack,,Haferflocken
286504,Rubicon,,Fertiggericht aus Fleisch oder Fisch
286505,Palor,"en:Craft beers,en:Lagers",Fertiggericht aus Fleisch oder Fisch
286506,Roog,,Roggenbrot oder Mischbrot
286507,The Brale,"en:Craft beers,en:Lagers",Fertiggericht aus Fleisch oder Fisch
286522,Benediktiner Weissbier natürtrüb,"Beers from Germany,Weissbier",Colagetränk
286525,Reine Citronensäure,"Zitronensäure,Säure",Gewürze
286527,Bio Kartoffeln festkochend,Potatoes,Kartoffeln
286528,Bio Zwiebeln,Zwiebeln,"Zwiebeln, Knoblauch oder Ähnliches"
286529,Zwiebeln,Zwiebeln,"Zwiebeln, Knoblauch oder Ähnliches"
286531,Kreuzümmel,,Gewürze
286533,Bohnenkraut gerebelt,Gewürze,Gewürze
286536,Koriander,,Gewürze
286537,Citrone Teegetränk,Instant Teegetränk,Früchtetee oder Kräutertee
286541,Chai latte Classic India - Typ Vanille-Zimt,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Lebensmittel,Hot beverages,Kräutertees,Tees,Non-sugared beverages,Chai-tee",Früchtetee oder Kräutertee
286542,Chai Latte Sweet India,,Kaffeepads oder Kaffeekapseln
286543,Krüger Tea Latte - Rooibos,,Früchtetee oder Kräutertee
286544,Krüger Tea Latte - Black Tea,,Schwarzer Tee oder grüner Tee
286546,nederland kakao,Kakaopulver,Kakaopulver oder Ähnliches
286547,Magnesium,Vitamine,"Vitamintabletten, Magnesiumtabletten o.Ä."
286549,Kraftmalz,,"Getreideprodukt, vegetarisch oder vegan"
286551,Clausthaler Extra Herb,Alkoholfreies Bier,Colagetränk
286552,Radler alkoholfrei,en:Non-alcoholic beers,Colagetränk
286553,Kaktus Feige Weizen-Mix,"Getränke,Alkoholische Getränke,Biere","Getreideprodukt, vegetarisch oder vegan"
286554,Schöfferhofer Zitrone,"Getränke,Alkoholische Getränke,Biere",Colagetränk
286555,Guinness Extra Stout,"Getränke,Alkoholische Getränke,Biere",Colagetränk
286556,Schöfferhofer Hefeweizen naturtrüb,,Hefegebäck
286557,Schöfferhofer Grapefruit,,Colagetränk
286559,Kaktus Feige Weizen-Mix,,Weizenmehl
286561,Zwickel naturtrüb,"Getränke,Alkoholische Getränke,Biere,Beers from Germany",Mineralwasser mit Kohlensäure
286562,Radler naturtrüb,"Getränke,Alkoholische Getränke,Biere",Colagetränk
286564,Hass Avocado,Avocados,"Gemüseprodukt, vegetarisch oder vegan"
286566,Aprikosen,Aprikosen,Zitrusfrüchte
286567,Hass Avocado Black Sensation,Avocado,"Gemüseprodukt, vegetarisch oder vegan"
286568,,Avocados,"Gemüseprodukt, vegetarisch oder vegan"
286577,Waldbeeren,"Snacks sucrés,Confiseries,Bonbons","Erdbeeren, Himbeeren, Stachelbeeren oder Ähnliches"
286579,Deutsche Kulturchampignons,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms,Champignon mushrooms,Whole champignon mushrooms",Champignons oder andere Pilze
286580,Kulturchampignons,Whole champignon mushrooms,Champignons oder andere Pilze
286581,Kulturchampignons,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms,Champignon mushrooms,Whole champignon mushrooms",Champignons oder andere Pilze
286582,Gefüllte BIO-Salbei-Kräuter-Bonbons,,Bonbons
286583,Kurpfälzer NaturRadler,"Getränke,Alkoholische Getränke,Biere",Colagetränk
286597,Glück aus Erdbeeren,,"Erdbeeren, Himbeeren, Stachelbeeren oder Ähnliches"
286603,Schlagsahne,,Sahne
286605,Fettarmer Fruchjoghurt mild Pfirsich-Mango 1.8% Fett ,Joghurt,Joghurt
286609,Blüten Honig,Honig,Honig
286610,Blütenhonig,Honige,Honig
286623,Frische Vollmilch,Vollmilch,Vollmilch
286624,Frische Vollmilch,"Milchprodukte,Milch,Homogenisierte Milch,Vollmilch,Frischmilch",Vollmilch
286625,Vollmilch,"Dairies,Milch,Vollmilch,Länger haltbare Frischmilch",Vollmilch
286626,Fettarme Milch,"Fettarme Milch,Länger haltbare Frischmilch",Vollmilch
286627,Butter,Süßrahmbutter,Butter
286630,Profutura mama Beeren Mix,Müsliriegel,Müsliriegel
286632,Magermilch Joghurt,"en:Low-fat yogurts,en:Plain yogurts",Joghurt
286633,Bedda Scheiben Classic,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Non-dairy cheeses","Getreideprodukt, vegetarisch oder vegan"
286634,Bedda Scheiben Mediterran,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Non-dairy cheeses","Getreideprodukt, vegetarisch oder vegan"
286635,Bedda Scheiben Schedda,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Non-dairy cheeses","Getreideprodukt, vegetarisch oder vegan"
286636,Bedda Scheiben Zicke,Non-dairy cheeses,"Getreideprodukt, vegetarisch oder vegan"
286639,Megaburger,,Fertiggericht aus Fleisch oder Fisch
286640,,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Special breads,Hamburger buns",Brötchen zum Fertigbacken
286643,Selters Classic,Mineralwasser,Mineralwasser mit Kohlensäure
286644,Apfelschorle,Apfelsaft,Apfelsaft oder ähnlicher Fruchtsaft
286645,,"Groceries,Saucen,Nudelsoßen,Pestos",Nudelsauce
286646,Pesto Verde,Green pestos,"Gemüseprodukt, vegetarisch oder vegan"
286647,Pesto Genovese,Pestos,"Gemüseprodukt, vegetarisch oder vegan"
286648,Bruschetta Olive,,"Antipasti auf Gemüsebasis, ohne Oliven"
286649,Bruschetta Paprika,Brotaufstriche,"Antipasti auf Gemüsebasis, ohne Oliven"
286650,Tomate-Basilikum Aufstrich,Brotaufstriche,Brotaufstrich auf Nougatbasis
286651,Oliven Aufstrich,Brotaufstriche,Brotaufstrich auf Nougatbasis
286652,Bärlauch Aufstrich,Brotaufstriche,"Antipasti auf Gemüsebasis, ohne Oliven"
286653,Artischockenherzen,Artischocken,"Gemüseprodukt, vegetarisch oder vegan"
286654,Oliven mit Paprikapaste,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Pickles,Olive tree products,Plant-based pickles,Olives,Whole olives","Antipasti auf Gemüsebasis, ohne Oliven"
286658,Pfeffer grün,Pfeffer,Gewürze
286659,Kritharaki aus Hartweizengrieß,Nudeln,Nudeln
286662,Merl Veggi fresh vegetarischer Geflügelsalat,Vegetarischer Geflügelsalat,Verzehrfertige Salate
286667,Sahne-Meerrettich sahnig-mild,,"Gemüseprodukt, vegetarisch oder vegan"
286684,mirinda orange,,Colagetränk
286695,Pepsi ,,Colagetränk
286696,Pepsi,Colas,Colagetränk
286699,Schwip Schwap Cola + Orange,"Getränke,Carbonated drinks,Erfrischungsgetränke,Sugared beverages",Colagetränk
286700,Mountain Dew,Sugared beverages,Colagetränk
286701,Pepsi light,"Getränke,Kohlensäurehaltige Getränke,Erfrischungsgetränke,Cola,Gezuckerte Getränke",Colagetränk
286703,Schwip Schwap Cola + Orange Ohne Zucker,"Getränke,Kohlensäurehaltige Getränke,Sirups,Flavoured syrups,Ungezuckerte Getränke,Orange syrups",Colagetränk
286705,7up,Erfrischungsgetränk,Koffeinfreie Limonade
286706,7 up free,Erfrischungsgetränke,Koffeinfreie Limonade
286707,Schwip Schwap Lemon Taste,"Getränke,Carbonated drinks,Erfrischungsgetränke,Sugared beverages",Colagetränk
286708,Pepsi light lemon,"Getränke,Carbonated drinks,Erfrischungsgetränke,Colas,Sugared beverages,fr:Sodas au cola light",Colagetränk
286711,Organic Strawberry Flavour,,Früchtetee oder Kräutertee
286712,Durance,"Getränke,Energy-Drinks,Ungezuckerte Getränke",Energy-Drinks
286713,Organic Island Fruit Flavour,,Früchtetee oder Kräutertee
286729,Mountain Dew,Limonades,Koffeinfreie Limonade
286731,7 up,"Limonaden,Kohlensäurehaltige Getränke",Colagetränk
286733,,"Getränke,Energy-Drinks,Ungezuckerte Getränke",Energy-Drinks
286736,,"Getränke,Energy-Drinks,Ungezuckerte Getränke",Energy-Drinks
286737,Rockstar Freeze,"Getränke,Energy-Drinks,Ungezuckerte Getränke",Energy-Drinks
286741,Lay's gesalzen,"Salty snacks,Appetizers,Chips and fries,Crisps,Kartoffelchips",Kartoffelchips oder Kartoffelsticks
286742,Lays Super Chips,Kartoffelchips,Kartoffelchips oder Kartoffelsticks
286743,Bugles Original,"Salty snacks,Appetizers,Chips and fries,Crisps,Corn chips",Salzgebäck
286748,Mix Paprika,"Salty snacks,Appetizers,Chips and fries,Crisps,Kartoffelchips,Corn chips",Kartoffelchips oder Kartoffelsticks
286755,Weizen Doppelkorn,"Getränke,Alkoholische Getränke,Hard liquors,fr:Eaux-de-vie",Weizenmehl
286756,Apfel Reiswaffeln,"Babynahrung,Ab 8. Monat,Puffed rice cakes","Getreideprodukt, vegetarisch oder vegan"
286757,"Vegetarisches Menü Vollkorn-Spaghetti mit Karotte, Zucchini & Tomate","Babynahrung,Ab 12. Monat",Nudelfertiggericht
286760,Erdbeere mit Himbeere in Apfel,"Babynahrung,Nach dem 4. Monat",Fertignahrung für Säuglinge oder Kleinkinder
286765,Heidelbeeren in Apfel,"Babynahrung,Nach dem 4. Monat",Fertignahrung für Säuglinge oder Kleinkinder
286770,Spaghetti Bolognese,"Babynahrung,ab dem 8. Monat",Nudelfertiggericht
286774,Baby Keks,"Ab 8. Monat,Babynahrung",Kekse
286777,Vegetarisches Menü Gemüse-Risotto,"Babynahrung,Ab 12. Monat",Fertignahrung für Säuglinge oder Kleinkinder
286809,HiPP BIO 1,"Babynahrung,Babymilch,1-Nahrung,Säuglingsanfangsnahrung","Säuglingsmilchnahrung, Pulverform"
286810,HiPP HA Combiotik Pre,"Babynahrung,Babymilch,Säuglingsanfangsnahrung,Pre-Nahrung","Säuglingsmilchnahrung, Pulverform"
286834,Frucht & Getreide Banane-Pfirsich mit Hirse,"Baby foods,From 4 months",Fertignahrung für Säuglinge oder Kleinkinder
286837,HiPP BIO Combiotik 1,"Babynahrung,Babymilch,1-Nahrung,Säuglingsanfangsnahrung","Säuglingsmilchnahrung, Pulverform"
286840,Kinder-Hirse-Kringel,"Ab dem 8. Monat,Babynahrung",Fertignahrung für Säuglinge oder Kleinkinder
286853,Kinder Apfel-Keks,"Sugary snacks,Biscuits and cakes,Kekse",Kekse
286881,Früchte-Spaß Apfel-Banane-Himbeere mit Vollkorn,"Babynahrung,Ab 1 Jahr",Fertignahrung für Säuglinge oder Kleinkinder
286888,Kinder 7-Korn-Müesli,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Getreide und Kartoffeln,Getreide und Getreideprodukte,Babynahrung,Frühstückscerealien,Flakes,Frühstücksflocken,Ab 12. Monat,Mixed cereal flakes,Müslis","Cornflakes, Müsli oder Ähnliches"
286905,Kinder Knusper-Müesli,ab dem 15. Monat,"Cornflakes, Müsli oder Ähnliches"
286912,HiPP BIO Combiotik Pre,"Babynahrung,Babymilch,Säuglingsanfangsnahrung,Pre-Nahrung","Säuglingsmilchnahrung, Pulverform"
286914,Kinder Knabber-Sternchen,,Kekse
286956,Pasta Bambini Tagliatelle in Spinat-Käse-Sauce,"Babynahrung,Ab 12. Monat",Nudelfertiggericht
286960,Kinder Beeren-Müesli,Müsli,"Cornflakes, Müsli oder Ähnliches"
286962,Pfirsich in Apfel,"Babynahrung,Ab 4. Monat",Fertignahrung für Säuglinge oder Kleinkinder
286965,Kleine Mehlspeise Kaiserschmarrn in Apfelmuss,"Babynahrung,Ab 10. Monat",Fertignahrung für Säuglinge oder Kleinkinder
286981,Pasta Bambini Rigatoni Napoli,"Babynahrung,Ab 12. Monat",Nudeln
286985,Spaghetti Bolognese,"Baby foods,From 12 months old",Fertiggericht aus Fleisch oder Fisch
286986,Hipp Jögurt  Müesli,,"Cornflakes, Müsli oder Ähnliches"
286987,Früchte Duett Pfirsich-Aprikose mit Quarkcreme,"Babynahrung,Ab 10. Monat",Fertignahrung für Säuglinge oder Kleinkinder
287023,Hippis Erdbeere-Banane in Apfel,Babynahrung,Fertignahrung für Säuglinge oder Kleinkinder
287038,Kleine Mehlspeise Apfel-Milchreis,"Babynahrung,Ab 10. Monat",Reiszubereitung
287040,Sierra Tequila Silver,,Colagetränk
287041,Sierra Café,"Liqueurs,Tequilas","Vitamintabletten, Magnesiumtabletten o.Ä."
287042,Haltbare fettarme Milch,"Milchprodukte,Milch,Homogenisierte Milch,Teilentrahmte Milch,H-Milch",Teilentrahmte Milch
287043,H-Vollmilch,"Milchprodukte,Milch,Homogenisierte Milch,H-Milch,Vollmilch",Vollmilch
287044,Fruchtjoghurt Waldfrucht,Fruchtjoghurt,Joghurt
287045,Speisequark Magerstufe,"Milchprodukte,Käse,Frischkäse,Quark,Magerquark",Quark
287046,Speisequark 40% Fett i. Tr.,"Milchprodukte,Käse,Frischkäse,Quark,Quark Fettstufe",Quark
287047,Joghurt Stracciatella,Joghurt,Joghurt
287048,"Joghurt 3,8% Fett","Milchprodukte,Joghurt,Plain yogurts",Joghurt
287049,Fruchtjoghurt Pfirsich-Maracuja,Fruchtjoghurt,Joghurt
287052,Frische Vollmilch,"Milchprodukte,Milch,Homogenisierte Milch,Frischmilch,Länger haltbare Frischmilch,Vollmilch",Vollmilch
287054,laktosefreie fettarme H-Milch,"H-Milch,fettarme Milch",Teilentrahmte Milch
287057,Sprühsahne,,Sahne
287061,Pudding mit Sahne Schokolade,"Desserts,Puddings",Fertigdessert
287067,Milchreis Classic,,Reiszubereitung
287071,Bio-Räucherlachs,"Fisch und Meeresfrüchte,Fisch,Lachs,Räucherlachs",Räucherfisch
287076,"H-Milch 3,5% Fett","H-Milch,Vollmilch",Vollmilch
287077,"H-Milch 1,5% Fett","Fettarme Milch,H-Milch",Vollmilch
287085,Muscheln in würzigem Tomatendressing,Fisch und Meeresfrüchte,"Eingelegte Matjes, Fischsalat oder Ähnliches"
287088,Jägermeister,"Getränke,Alkoholische Getränke,Schnäpse,Liqueurs","Vitamintabletten, Magnesiumtabletten o.Ä."
287093,Jägermeister,Likör,N/A
287095,Holsten Pilsener Premium,Beers from Germany,Mineralwasser mit Kohlensäure
287105,Weinsauerkraut,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Encurtidos, Verduras y hortalizas en conserva, Comidas preparadas, Vegetales encurtidos, Verduras y hortalizas encurtidas, Sauerkrauts, Chucrut, Chucrut al vino",Sauerkrautkonserve
